"Contig" "Length" "Chromosome_Position"
"Chr3_supercontig_000004002" 2000 623714614
"Chr3_supercontig_000004003" 3380 623717994
"Chr3_supercontig_000004004" 2213 623720207
"Chr3_supercontig_000004005" 1947 623722154
"Chr3_supercontig_000004006" 3568 623725722
"Chr3_supercontig_000004007" 7030 623732752
"Chr3_supercontig_000004008" 2718 623735470
"Chr3_supercontig_000004009" 1524 623736994
"Chr3_supercontig_000004010" 1630 623738624
"Chr3_supercontig_000004011" 4491 623743115
"Chr3_supercontig_000004012" 1683 623744798
"Chr3_supercontig_000004013" 6737 623751535
"Chr3_supercontig_000004014" 2499 623754034
"Chr3_supercontig_000004015" 1696 623755730
"Chr3_supercontig_000004016" 2866 623758596
"Chr3_supercontig_000004017" 1826 623760422
"Chr3_supercontig_000004018" 2200 623762622
"Chr3_supercontig_000004019" 1789 623764411
"Chr3_supercontig_000004020" 2478 623766889
"Chr3_supercontig_000004021" 3653 623770542
"Chr3_supercontig_000004022" 2522 623773064
"Chr3_supercontig_000004023" 1738 623774802
"Chr3_supercontig_000004024" 2364 623777166
"Chr3_supercontig_000004025" 2765 623779931
"Chr3_supercontig_000004026" 2445 623782376
"Chr3_supercontig_000004027" 3450 623785826
"Chr3_supercontig_000004028" 3251 623789077
"Chr3_supercontig_000004029" 2667 623791744
"Chr3_supercontig_000004030" 4768 623796512
"Chr3_supercontig_000004031" 1612 623798124
"Chr3_supercontig_000004032" 4483 623802607
"Chr3_supercontig_000004033" 1627 623804234
"Chr3_supercontig_000004034" 2531 623806765
"Chr3_supercontig_000004035" 3404 623810169
"Chr3_supercontig_000004036" 1545 623811714
"Chr3_supercontig_000004037" 1572 623813286
"Chr3_supercontig_000004038" 1547 623814833
"Chr3_supercontig_000004039" 1524 623816357
"Chr3_supercontig_000004040" 21929 623838286
"Chr3_supercontig_000004041" 6847 623845133
"Chr3_supercontig_000004042" 2339 623847472
"Chr3_supercontig_000004043" 1680 623849152
"Chr3_supercontig_000004044" 10168 623859320
"Chr3_supercontig_000004045" 1951 623861271
"Chr3_supercontig_000004046" 2491 623863762
"Chr3_supercontig_000004047" 2240 623866002
"Chr3_supercontig_000004048" 3676 623869678
"Chr3_supercontig_000004049" 1901 623871579
"Chr3_supercontig_000004050" 2193 623873772
"Chr3_supercontig_000004051" 1604 623875376
"Chr3_supercontig_000004052" 2880 623878256
"Chr3_supercontig_000004053" 2907 623881163
"Chr3_supercontig_000004054" 3188 623884351
"Chr3_supercontig_000004055" 1582 623885933
"Chr3_supercontig_000004056" 3243 623889176
"Chr3_supercontig_000004057" 2098 623891274
"Chr3_supercontig_000004058" 2614 623893888
"Chr3_supercontig_000004059" 4211 623898099
"Chr3_supercontig_000004060" 1802 623899901
"Chr3_supercontig_000004061" 3360 623903261
"Chr3_supercontig_000004062" 4061 623907322
"Chr3_supercontig_000004063" 3154 623910476
"Chr3_supercontig_000004064" 3688 623914164
"Chr3_supercontig_000004065" 2739 623916903
"Chr3_supercontig_000004066" 20110 623937013
"Chr3_supercontig_000004067" 13362 623950375
"Chr3_supercontig_000004068" 2049 623952424
"Chr3_supercontig_000004069" 6142 623958566
"Chr3_supercontig_000004070" 2126 623960692
"Chr3_supercontig_000004071" 1713 623962405
"Chr3_supercontig_000004072" 4594 623966999
"Chr3_supercontig_000004073" 2421 623969420
"Chr3_supercontig_000004074" 3689 623973109
"Chr3_supercontig_000004075" 3966 623977075
"Chr3_supercontig_000004076" 3178 623980253
"Chr3_supercontig_000004077" 2638 623982891
"Chr3_supercontig_000004078" 2058 623984949
"Chr3_supercontig_000004079" 2359 623987308
"Chr3_supercontig_000004080" 2349 623989657
"Chr3_supercontig_000004081" 1802 623991459
"Chr3_supercontig_000004082" 2371 623993830
"Chr3_supercontig_000004083" 2532 623996362
"Chr3_supercontig_000004084" 2212 623998574
"Chr3_supercontig_000004085" 3114 624001688
"Chr3_supercontig_000004086" 3761 624005449
"Chr3_supercontig_000004087" 10082 624015531
"Chr3_supercontig_000004088" 5658 624021189
"Chr3_supercontig_000004089" 3290 624024479
"Chr3_supercontig_000004090" 2032 624026511
"Chr3_supercontig_000004091" 2945 624029456
"Chr3_supercontig_000004092" 4573 624034029
"Chr3_supercontig_000004093" 1567 624035596
"Chr3_supercontig_000004094" 1804 624037400
"Chr3_supercontig_000004095" 4330 624041730
"Chr3_supercontig_000004096" 5277 624047007
"Chr3_supercontig_000004097" 2376 624049383
"Chr3_supercontig_000004098" 2615 624051998
"Chr3_supercontig_000004099" 2808 624054806
"Chr3_supercontig_000004100" 4915 624059721
"Chr3_supercontig_000004101" 1692 624061413
"Chr3_supercontig_000004102" 1839 624063252
"Chr3_supercontig_000004103" 2227 624065479
"Chr3_supercontig_000004104" 4795 624070274
"Chr3_supercontig_000004105" 2064 624072338
"Chr3_supercontig_000004106" 1913 624074251
"Chr3_supercontig_000004107" 2995 624077246
"Chr3_supercontig_000004108" 5081 624082327
"Chr3_supercontig_000004109" 2489 624084816
"Chr3_supercontig_000004110" 4749 624089565
"Chr3_supercontig_000004111" 1501 624091066
"Chr3_supercontig_000004112" 2024 624093090
"Chr3_supercontig_000004113" 3600 624096690
"Chr3_supercontig_000004114" 2367 624099057
"Chr3_supercontig_000004115" 1534 624100591
"Chr3_supercontig_000004116" 10423 624111014
"Chr3_supercontig_000004117" 1667 624112681
"Chr3_supercontig_000004118" 5187 624117868
"Chr3_supercontig_000004119" 1844 624119712
"Chr3_supercontig_000004120" 9836 624129548
"Chr3_supercontig_000004121" 13348 624142896
"Chr3_supercontig_000004122" 10523 624153419
"Chr3_supercontig_000004123" 3034 624156453
"Chr3_supercontig_000004124" 17632 624174085
"Chr3_supercontig_000004125" 2105 624176190
"Chr3_supercontig_000004126" 2155 624178345
"Chr3_supercontig_000004127" 1600 624179945
"Chr3_supercontig_000004128" 3128 624183073
"Chr3_supercontig_000004129" 1780 624184853
"Chr3_supercontig_000004130" 2549 624187402
"Chr3_supercontig_000004131" 2453 624189855
"Chr3_supercontig_000004132" 2612 624192467
"Chr3_supercontig_000004133" 1652 624194119
"Chr3_supercontig_000004134" 1773 624195892
"Chr3_supercontig_000004135" 1980 624197872
"Chr3_supercontig_000004136" 1502 624199374
"Chr3_supercontig_000004137" 1904 624201278
"Chr3_supercontig_000004138" 1704 624202982
"Chr3_supercontig_000004139" 2560 624205542
"Chr3_supercontig_000004140" 3879 624209421
"Chr3_supercontig_000004141" 1751 624211172
"Chr3_supercontig_000004142" 1685 624212857
"Chr3_supercontig_000004143" 2738 624215595
"Chr3_supercontig_000004144" 3116 624218711
"Chr3_supercontig_000004145" 2183 624220894
"Chr3_supercontig_000004146" 1790 624222684
"Chr3_supercontig_000004147" 4816 624227500
"Chr3_supercontig_000004148" 3024 624230524
"Chr3_supercontig_000004149" 4651 624235175
"Chr3_supercontig_000004150" 1981 624237156
"Chr3_supercontig_000004151" 4244 624241400
"Chr3_supercontig_000004152" 2475 624243875
"Chr3_supercontig_000004153" 1583 624245458
"Chr3_supercontig_000004154" 2040 624247498
"Chr3_supercontig_000004155" 2732 624250230
"Chr3_supercontig_000004156" 4907 624255137
"Chr3_supercontig_000004157" 3101 624258238
"Chr3_supercontig_000004158" 5819 624264057
"Chr3_supercontig_000004159" 1878 624265935
"Chr3_supercontig_000004160" 2217 624268152
"Chr3_supercontig_000004161" 1948 624270100
"Chr3_supercontig_000004162" 2329 624272429
"Chr3_supercontig_000004163" 2454 624274883
"Chr3_supercontig_000004164" 1814 624276697
"Chr3_supercontig_000004165" 2087 624278784
"Chr3_supercontig_000004166" 2402 624281186
"Chr3_supercontig_000004167" 4626 624285812
"Chr3_supercontig_000004168" 5286 624291098
"Chr3_supercontig_000004169" 4745 624295843
"Chr3_supercontig_000004170" 6267 624302110
"Chr3_supercontig_000004171" 3137 624305247
"Chr3_supercontig_000004172" 2047 624307294
"Chr3_supercontig_000004173" 1877 624309171
"Chr3_supercontig_000004174" 2530 624311701
"Chr3_supercontig_000004175" 2864 624314565
"Chr3_supercontig_000004176" 1733 624316298
"Chr3_supercontig_000004177" 3291 624319589
"Chr3_supercontig_000004178" 3584 624323173
"Chr3_supercontig_000004179" 1570 624324743
"Chr3_supercontig_000004180" 1965 624326708
"Chr3_supercontig_000004181" 3302 624330010
"Chr3_supercontig_000004182" 1900 624331910
"Chr3_supercontig_000004183" 1532 624333442
"Chr3_supercontig_000004184" 1861 624335303
"Chr3_supercontig_000004185" 3836 624339139
"Chr3_supercontig_000004186" 3801 624342940
"Chr3_supercontig_000004187" 2917 624345857
"Chr3_supercontig_000004188" 6739 624352596
"Chr3_supercontig_000004189" 2748 624355344
"Chr3_supercontig_000004190" 1746 624357090
"Chr3_supercontig_000004191" 1660 624358750
"Chr3_supercontig_000004192" 1679 624360429
"Chr3_supercontig_000004193" 1686 624362115
"Chr3_supercontig_000004194" 1596 624363711
"Chr3_supercontig_000004195" 2518 624366229
"Chr3_supercontig_000004196" 4026 624370255
"Chr3_supercontig_000004197" 11306 624381561
"Chr3_supercontig_000004198" 3214 624384775
"Chr3_supercontig_000004199" 4386 624389161
"Chr3_supercontig_000004200" 11895 624401056
"Chr3_supercontig_000004201" 1582 624402638
"Chr3_supercontig_000004202" 3393 624406031
"Chr3_supercontig_000004203" 3462 624409493
"Chr3_supercontig_000004204" 1560 624411053
"Chr3_supercontig_000004205" 2813 624413866
"Chr3_supercontig_000004206" 2111 624415977
"Chr3_supercontig_000004207" 2954 624418931
"Chr3_supercontig_000004208" 5573 624424504
"Chr3_supercontig_000004209" 4219 624428723
"Chr3_supercontig_000004210" 6926 624435649
"Chr3_supercontig_000004211" 8149 624443798
"Chr3_supercontig_000004212" 3692 624447490
"Chr3_supercontig_000004213" 9270 624456760
"Chr3_supercontig_000004214" 2982 624459742
"Chr3_supercontig_000004215" 2233 624461975
"Chr3_supercontig_000004216" 2184 624464159
"Chr3_supercontig_000004217" 1579 624465738
"Chr3_supercontig_000004218" 2916 624468654
"Chr3_supercontig_000004219" 1579 624470233
"Chr3_supercontig_000004220" 1668 624471901
"Chr3_supercontig_000004221" 1790 624473691
"Chr3_supercontig_000004222" 1758 624475449
"Chr3_supercontig_000004223" 5691 624481140
"Chr3_supercontig_000004224" 1506 624482646
"Chr3_supercontig_000004225" 3321 624485967
"Chr3_supercontig_000004226" 1650 624487617
"Chr3_supercontig_000004227" 2112 624489729
"Chr3_supercontig_000004228" 2372 624492101
"Chr3_supercontig_000004229" 3191 624495292
"Chr3_supercontig_000004230" 2534 624497826
"Chr3_supercontig_000004231" 1620 624499446
"Chr3_supercontig_000004232" 2732 624502178
"Chr3_supercontig_000004233" 2345 624504523
"Chr3_supercontig_000004234" 3632 624508155
"Chr3_supercontig_000004235" 2101 624510256
"Chr3_supercontig_000004236" 1558 624511814
"Chr3_supercontig_000004237" 2901 624514715
"Chr3_supercontig_000004238" 1857 624516572
"Chr3_supercontig_000004239" 2658 624519230
"Chr3_supercontig_000004240" 4603 624523833
"Chr3_supercontig_000004241" 1586 624525419
"Chr3_supercontig_000004242" 3360 624528779
"Chr3_supercontig_000004243" 1763 624530542
"Chr3_supercontig_000004244" 3275 624533817
"Chr3_supercontig_000004245" 1954 624535771
"Chr3_supercontig_000004246" 1960 624537731
"Chr3_supercontig_000004247" 1709 624539440
"Chr3_supercontig_000004248" 9426 624548866
"Chr3_supercontig_000004249" 1662 624550528
"Chr3_supercontig_000004250" 3113 624553641
"Chr3_supercontig_000004251" 2572 624556213
"Chr3_supercontig_000004252" 1542 624557755
"Chr3_supercontig_000004253" 6555 624564310
"Chr3_supercontig_000004254" 1790 624566100
"Chr3_supercontig_000004255" 1635 624567735
"Chr3_supercontig_000004256" 2419 624570154
"Chr3_supercontig_000004257" 4276 624574430
"Chr3_supercontig_000004258" 2010 624576440
"Chr3_supercontig_000004259" 8229 624584669
"Chr3_supercontig_000004260" 4566 624589235
"Chr3_supercontig_000004261" 1664 624590899
"Chr3_supercontig_000004262" 1774 624592673
"Chr3_supercontig_000004263" 1566 624594239
"Chr3_supercontig_000004264" 2235 624596474
"Chr3_supercontig_000004265" 1871 624598345
"Chr3_supercontig_000004266" 1516 624599861
"Chr3_supercontig_000004267" 1675 624601536
"Chr3_supercontig_000004268" 2274 624603810
"Chr3_supercontig_000004269" 1781 624605591
"Chr3_supercontig_000004270" 8487 624614078
"Chr3_supercontig_000004271" 2023 624616101
"Chr3_supercontig_000004272" 2519 624618620
"Chr3_supercontig_000004273" 3043 624621663
"Chr3_supercontig_000004274" 7918 624629581
"Chr3_supercontig_000004275" 1765 624631346
"Chr3_supercontig_000004276" 3441 624634787
"Chr3_supercontig_000004277" 2467 624637254
"Chr3_supercontig_000004278" 1837 624639091
"Chr3_supercontig_000004279" 2332 624641423
"Chr3_supercontig_000004280" 2374 624643797
"Chr3_supercontig_000004281" 1936 624645733
"Chr3_supercontig_000004282" 2322 624648055
"Chr3_supercontig_000004283" 1644 624649699
"Chr3_supercontig_000004284" 1783 624651482
"Chr3_supercontig_000004285" 3444 624654926
"Chr3_supercontig_000004286" 2937 624657863
"Chr3_supercontig_000004287" 2271 624660134
"Chr3_supercontig_000004288" 1904 624662038
"Chr3_supercontig_000004289" 8515 624670553
"Chr3_supercontig_000004290" 3464 624674017
"Chr3_supercontig_000004291" 10484 624684501
"Chr3_supercontig_000004292" 3829 624688330
"Chr3_supercontig_000004293" 3095 624691425
"Chr3_supercontig_000004294" 1634 624693059
"Chr3_supercontig_000004295" 3350 624696409
"Chr3_supercontig_000004296" 2207 624698616
"Chr3_supercontig_000004297" 2359 624700975
"Chr3_supercontig_000004298" 2990 624703965
"Chr3_supercontig_000004299" 1729 624705694
"Chr3_supercontig_000004300" 2751 624708445
"Chr3_supercontig_000004301" 5193 624713638
"Chr3_supercontig_000004302" 1802 624715440
"Chr3_supercontig_000004303" 3111 624718551
"Chr3_supercontig_000004304" 4616 624723167
"Chr3_supercontig_000004305" 2936 624726103
"Chr3_supercontig_000004306" 2813 624728916
"Chr3_supercontig_000004307" 1743 624730659
"Chr3_supercontig_000004308" 1504 624732163
"Chr3_supercontig_000004309" 2564 624734727
"Chr3_supercontig_000004310" 1692 624736419
"Chr3_supercontig_000004311" 1739 624738158
"Chr3_supercontig_000004312" 1767 624739925
"Chr3_supercontig_000004313" 5616 624745541
"Chr3_supercontig_000004314" 2193 624747734
"Chr3_supercontig_000004315" 3929 624751663
"Chr3_supercontig_000004316" 2681 624754344
"Chr3_supercontig_000004317" 3202 624757546
"Chr3_supercontig_000004318" 1753 624759299
"Chr3_supercontig_000004319" 6724 624766023
"Chr3_supercontig_000004320" 2666 624768689
"Chr3_supercontig_000004321" 2587 624771276
"Chr3_supercontig_000004322" 1768 624773044
"Chr3_supercontig_000004323" 1637 624774681
"Chr3_supercontig_000004324" 1709 624776390
"Chr3_supercontig_000004325" 3029 624779419
"Chr3_supercontig_000004326" 2629 624782048
"Chr3_supercontig_000004327" 3762 624785810
"Chr3_supercontig_000004328" 1543 624787353
"Chr3_supercontig_000004329" 1664 624789017
"Chr3_supercontig_000004330" 2507 624791524
"Chr3_supercontig_000004331" 3934 624795458
"Chr3_supercontig_000004332" 1905 624797363
"Chr3_supercontig_000004333" 2620 624799983
"Chr3_supercontig_000004334" 2800 624802783
"Chr3_supercontig_000004335" 2883 624805666
"Chr3_supercontig_000004336" 5853 624811519
"Chr3_supercontig_000004337" 1994 624813513
"Chr3_supercontig_000004338" 1969 624815482
"Chr3_supercontig_000004339" 1951 624817433
"Chr3_supercontig_000004340" 1693 624819126
"Chr3_supercontig_000004341" 4241 624823367
"Chr3_supercontig_000004342" 2563 624825930
"Chr3_supercontig_000004343" 2030 624827960
"Chr3_supercontig_000004344" 47051 624875011
"Chr3_supercontig_000004345" 10029 624885040
"Chr3_supercontig_000004346" 2981 624888021
"Chr3_supercontig_000004347" 1915 624889936
"Chr3_supercontig_000004348" 2637 624892573
"Chr3_supercontig_000004349" 1731 624894304
"Chr3_supercontig_000004350" 2641 624896945
"Chr3_supercontig_000004351" 1867 624898812
"Chr3_supercontig_000004352" 2335 624901147
"Chr3_supercontig_000004353" 2469 624903616
"Chr3_supercontig_000004354" 2152 624905768
"Chr3_supercontig_000004355" 1797 624907565
"Chr3_supercontig_000004356" 2504 624910069
"Chr3_supercontig_000004357" 5234 624915303
"Chr3_supercontig_000004358" 2083 624917386
"Chr3_supercontig_000004359" 2738 624920124
"Chr3_supercontig_000004360" 1719 624921843
"Chr3_supercontig_000004361" 1657 624923500
"Chr3_supercontig_000004362" 3430 624926930
"Chr3_supercontig_000004363" 3261 624930191
"Chr3_supercontig_000004364" 1871 624932062
"Chr3_supercontig_000004365" 5598 624937660
"Chr3_supercontig_000004366" 3340 624941000
"Chr3_supercontig_000004367" 30336 624971336
"Chr3_supercontig_000004368" 3220 624974556
"Chr3_supercontig_000004369" 2446 624977002
"Chr3_supercontig_000004370" 7017 624984019
"Chr3_supercontig_000004371" 2807 624986826
"Chr3_supercontig_000004372" 2017 624988843
"Chr3_supercontig_000004373" 2513 624991356
"Chr3_supercontig_000004374" 2666 624994022
"Chr3_supercontig_000004375" 1663 624995685
"Chr3_supercontig_000004376" 1671 624997356
"Chr3_supercontig_000004377" 1557 624998913
"Chr3_supercontig_000004378" 2924 625001837
"Chr3_supercontig_000004379" 3552 625005389
"Chr3_supercontig_000004380" 2077 625007466
"Chr3_supercontig_000004381" 9747 625017213
"Chr3_supercontig_000004382" 8876 625026089
"Chr3_supercontig_000004383" 3093 625029182
"Chr3_supercontig_000004384" 1979 625031161
"Chr3_supercontig_000004385" 1876 625033037
"Chr3_supercontig_000004386" 4949 625037986
"Chr3_supercontig_000004387" 1808 625039794
"Chr3_supercontig_000004388" 3405 625043199
"Chr3_supercontig_000004389" 3331 625046530
"Chr3_supercontig_000004390" 2306 625048836
"Chr3_supercontig_000004391" 2019 625050855
"Chr3_supercontig_000004392" 4934 625055789
"Chr3_supercontig_000004393" 6583 625062372
"Chr3_supercontig_000004394" 3267 625065639
"Chr3_supercontig_000004395" 4075 625069714
"Chr3_supercontig_000004396" 2105 625071819
"Chr3_supercontig_000004397" 2383 625074202
"Chr3_supercontig_000004398" 2162 625076364
"Chr3_supercontig_000004399" 3596 625079960
"Chr3_supercontig_000004400" 2868 625082828
"Chr3_supercontig_000004401" 2338 625085166
"Chr3_supercontig_000004402" 1868 625087034
"Chr3_supercontig_000004403" 1620 625088654
"Chr3_supercontig_000004404" 1897 625090551
"Chr3_supercontig_000004405" 3529 625094080
"Chr3_supercontig_000004406" 10105 625104185
"Chr3_supercontig_000004407" 2093 625106278
"Chr3_supercontig_000004408" 2168 625108446
"Chr3_supercontig_000004409" 2825 625111271
"Chr3_supercontig_000004410" 2749 625114020
"Chr3_supercontig_000004411" 4074 625118094
"Chr3_supercontig_000004412" 2177 625120271
"Chr3_supercontig_000004413" 2143 625122414
"Chr3_supercontig_000004414" 1938 625124352
"Chr3_supercontig_000004415" 1960 625126312
"Chr3_supercontig_000004416" 2303 625128615
